Scheme ID,Research Area,Eligibility Criteria,Grant Amount Range,Duration (months),Application Deadline,Number of Applications Received,Number of Applications Funded
7779,Electrical Engineering,Early-career researchers with a PhD or equivalent degree,5000-10000,12,2023-06-10,538,57
7780,Physics,Early-career researchers with a PhD or equivalent degree,25000-50000,24,2023-06-27,366,85
7781,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",50000-100000,36,2023-09-16,698,70
7782,Environmental Science,Researchers from developing countries,5000-15000,6,2023-12-21,1842,131
7783,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,12,2023-02-12,1903,139
7784,Physics,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-250000,6,2023-08-29,1986,119
7785,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,6,2023-06-24,235,98
7786,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",5000-10000,6,2023-06-09,1778,161
7787,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,24,2023-07-09,1275,136
7788,Neuroscience,Researchers from developing countries,100000-250000,24,2023-03-08,581,107
7789,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,12,2023-07-19,878,146
7790,Computer Science,Researchers from developing countries,100000-250000,12,2023-07-01,1223,191
7791,Electrical Engineering,Early-career researchers with a PhD or equivalent degree,5000-10000,24,2023-08-17,1008,17
7792,Computer Science,Early-career researchers with a PhD or equivalent degree,100000-500000,24,2023-12-25,1222,198
7793,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",50000-100000,12,2023-06-04,418,172
7794,Physics,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,36,2023-04-11,1672,94
7795,Electrical Engineering,PhD students and postdoctoral fellows,50000-100000,24,2023-06-07,1317,191
7796,Computer Science,Researchers from developing countries,25000-50000,6,2023-06-20,1183,70
7797,Computer Science,PhD students and postdoctoral fellows,500000-1000000,36,2023-07-12,1445,125
7798,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",25000-50000,36,2023-11-09,174,140
7799,Computer Science,Early-career researchers with a PhD or equivalent degree,500000-1000000,24,2023-11-04,1390,179
7800,Physics,PhD students and postdoctoral fellows,100000-500000,6,2023-02-26,1568,30
7801,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",5000-10000,12,2023-04-03,304,16
7802,Chemical Engineering,Researchers from developing countries,100000-250000,12,2023-01-30,142,160
7803,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",50000-100000,12,2023-07-22,1571,7
7804,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",50000-100000,12,2023-11-09,686,61
7805,Neuroscience,Researchers from developing countries,25000-50000,6,2023-09-19,1668,131
7806,Environmental Science,Researchers from developing countries,5000-10000,24,2023-04-03,863,198
7807,Electrical Engineering,PhD students and postdoctoral fellows,25000-50000,6,2023-03-11,1823,51
7808,Physics,PhD students and postdoctoral fellows,100000-500000,6,2023-09-25,1035,25
7809,Materials Science,Early-career researchers with a PhD or equivalent degree,500000-1000000,24,2023-10-08,1863,142
7810,Chemical Engineering,Researchers from developing countries,5000-10000,12,2023-12-06,1393,187
7811,Chemical Engineering,Early-career researchers with a PhD or equivalent degree,100000-250000,36,2023-07-04,326,197
7812,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,12,2023-07-24,1043,41
7813,Computer Science,Researchers from developing countries,100000-500000,6,2023-03-29,1862,153
7814,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",20000-50000,12,2023-08-07,1089,171
7815,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",20000-50000,12,2023-05-11,771,180
7816,Physics,PhD students and postdoctoral fellows,5000-15000,24,2023-09-22,682,161
7817,Environmental Science,"Established researchers with at least 5 years of experience, must have NIH funding",5000-10000,24,2023-02-17,613,21
7818,Physics,Early-career researchers with a PhD or equivalent degree,25000-50000,24,2023-10-10,982,10
7819,Neuroscience,Researchers from developing countries,100000-500000,36,2023-02-09,1327,154
7820,Environmental Science,Early-career researchers with a PhD or equivalent degree,100000-500000,36,2023-07-19,1509,136
7821,Chemical Engineering,Researchers from developing countries,500000-1000000,36,2023-11-04,467,95
7822,Medical Research,Researchers from developing countries,5000-10000,24,2023-09-06,236,123
7823,Physics,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-500000,36,2023-11-16,833,148
7824,Electrical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",5000-10000,24,2023-01-15,698,8
7825,Medical Research,Researchers from developing countries,500000-1000000,24,2023-07-27,2000,15
7826,Chemical Engineering,PhD students and postdoctoral fellows,500000-1000000,6,2023-01-10,1474,149
7827,Medical Research,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,12,2023-07-30,480,68
7828,Chemical Engineering,Researchers from developing countries,100000-250000,12,2023-09-14,677,111
7829,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",25000-50000,12,2023-05-05,1934,92
7830,Medical Research,Early-career researchers with a PhD or equivalent degree,25000-50000,12,2023-03-28,1669,51
7831,Medical Research,Early-career researchers with a PhD or equivalent degree,500000-1000000,12,2023-02-06,1556,164
7832,Electrical Engineering,Researchers from developing countries,5000-15000,6,2023-07-09,1625,32
7833,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",500000-1000000,12,2023-08-28,909,143
7834,Neuroscience,Early-career researchers with a PhD or equivalent degree,100000-250000,12,2023-03-10,1827,153
7835,Chemical Engineering,PhD students and postdoctoral fellows,25000-50000,12,2023-10-15,1177,197
7836,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,6,2023-12-06,60,79
7837,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",20000-50000,36,2023-10-17,264,100
7838,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",5000-10000,12,2023-11-20,1865,126
7839,Environmental Science,Researchers from developing countries,25000-50000,36,2023-03-31,279,14
7840,Environmental Science,Early-career researchers with a PhD or equivalent degree,20000-50000,24,2023-07-20,1152,163
7841,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-250000,24,2023-12-09,769,56
7842,Computer Science,Early-career researchers with a PhD or equivalent degree,50000-100000,24,2023-05-20,1660,43
7843,Medical Research,Researchers from developing countries,100000-250000,36,2023-02-26,273,23
7844,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",50000-100000,36,2023-10-24,1184,57
7845,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,24,2023-10-29,1036,27
7846,Environmental Science,Early-career researchers with a PhD or equivalent degree,500000-1000000,24,2023-11-11,1598,173
7847,Chemical Engineering,Early-career researchers with a PhD or equivalent degree,25000-50000,24,2023-07-22,522,79
7848,Chemical Engineering,PhD students and postdoctoral fellows,25000-50000,36,2023-03-04,832,53
7849,Medical Research,Early-career researchers with a PhD or equivalent degree,5000-15000,24,2023-09-07,481,125
7850,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,24,2023-05-08,421,190
7851,Physics,Researchers from developing countries,25000-50000,36,2023-07-08,1580,175
7852,Electrical Engineering,PhD students and postdoctoral fellows,5000-15000,12,2023-06-01,1475,34
7853,Materials Science,Early-career researchers with a PhD or equivalent degree,5000-10000,36,2023-07-17,1591,49
7854,Physics,"Established researchers with at least 5 years of experience, must have NIH funding",500000-1000000,12,2023-08-10,64,14
7855,Environmental Science,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,12,2023-09-30,1972,159
7856,Materials Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,36,2023-08-21,968,41
7857,Environmental Science,Researchers from developing countries,100000-500000,12,2023-08-15,142,178
7858,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,36,2023-03-19,488,199
7859,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-500000,24,2023-09-13,1841,28
7860,Medical Research,Researchers from developing countries,20000-50000,24,2023-01-25,991,97
7861,Physics,PhD students and postdoctoral fellows,5000-10000,24,2023-09-04,1330,151
7862,Physics,PhD students and postdoctoral fellows,100000-500000,12,2023-05-02,786,91
7863,Materials Science,Early-career researchers with a PhD or equivalent degree,100000-250000,24,2023-06-12,127,194
7864,Materials Science,Early-career researchers with a PhD or equivalent degree,20000-50000,24,2023-12-04,237,51
7865,Computer Science,"Established researchers with at least 5 years of experience, must have NIH funding",50000-100000,12,2023-04-27,1059,148
7866,Chemical Engineering,Early-career researchers with a PhD or equivalent degree,500000-1000000,12,2023-02-26,469,106
7867,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",25000-50000,36,2023-07-16,1416,181
7868,Computer Science,PhD students and postdoctoral fellows,50000-100000,36,2023-09-08,1810,144
7869,Environmental Science,Researchers from developing countries,5000-10000,6,2023-08-20,592,75
7870,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",100000-500000,36,2023-02-16,1976,171
7871,Environmental Science,Early-career researchers with a PhD or equivalent degree,25000-50000,12,2023-07-18,1586,90
7872,Environmental Science,"Established researchers with at least 5 years of experience, must have NIH funding",5000-10000,6,2023-01-14,1050,90
7873,Physics,"Established researchers with at least 5 years of experience, must have NIH funding",50000-100000,36,2023-11-01,565,52
7874,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",50000-100000,12,2023-08-12,1919,24
7875,Neuroscience,Researchers from developing countries,20000-50000,6,2023-04-07,797,82
7876,Electrical Engineering,Early-career researchers with a PhD or equivalent degree,500000-1000000,12,2023-10-27,1551,100
7877,Electrical Engineering,Early-career researchers with a PhD or equivalent degree,25000-50000,12,2023-03-30,222,144
7878,Physics,Early-career researchers with a PhD or equivalent degree,25000-50000,12,2023-06-10,1919,15
7879,Environmental Science,Researchers from developing countries,500000-1000000,12,2023-12-03,874,150
7880,Neuroscience,Researchers from developing countries,20000-50000,24,2023-10-03,1356,96
7881,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",25000-50000,24,2023-09-12,1177,156
7882,Medical Research,Early-career researchers with a PhD or equivalent degree,5000-10000,24,2023-05-08,1191,94
7883,Chemical Engineering,Early-career researchers with a PhD or equivalent degree,5000-10000,12,2023-12-20,1087,123
7884,Physics,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,12,2023-01-07,1712,146
7885,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,12,2023-11-10,522,90
7886,Medical Research,Researchers from developing countries,100000-500000,36,2023-06-17,1654,129
